Índice;Título;Link;Data;Conteúdo;Fonte;Palavras-chave;Tema;Sentimento;Relevância;cluster
406;Água Amarela terá ampliação de escola, novo posto de saúde e revitalização de rodovia;https://www.google.com/url?rct=j&sa=t&url=https://diregional.com.br/di-folha-de-chapeco/2024-05-30-agua-amarela-tera-ampliacao-de-escola-novo-posto-de-saude-e-revitalizacao-de-rodovia&ct=ga&cd=CAIyHTM3Y2YzZmY1YTFiMGMwNGI6Y29tLmJyOnB0OkJS&usg=AOvVaw2M-L4lsDyF3HqLNJgq9l9B;2024-05-30;<b>Investimentos</b> somam cerca de R$ 8 milhões para melhorias em educação, saúde e infraestrutura.;INVESTIMENTO & IGUÁ;revitalização rodovia, saúde revitalização, rodovia, revitalização;construção;Neutro;3,6;construção - 2024-05-30
407;"<b>ANTT</b> aprova edital de <b>concessão</b> da BR-040 entre MG e GO; leilão será em setembro";https://www.google.com/url?rct=j&sa=t&url=https://economiaempauta.com/antt-aprova-edital-de-concessao-da-br-040-entre-mg-e-go-leilao-sera-em-setembro/&ct=ga&cd=CAIyHTY0Nzg1NDc0MWU5ZDY3ZWI6Y29tLmJyOnB0OkJS&usg=AOvVaw0Uq99qUCjEenK6q1Thp0B9;2024-05-30;A Agência Nacional de Transportes Terrestres (<b>ANTT</b>) aprovou hoje o edital de <b>concessão</b> da BR-040 entre Belo Horizonte (MG) e Cristalina (GO).;ANTT & CONCESSÃO;entre mg, 040 entre, edital concessão, em setembro;Outro tema;Neutro;3,6;Outro tema - 2024-05-30
408;<b>Obras</b> de reconstituição da Praça da Independência tiveram início nesta quarta (29);https://www.google.com/url?rct=j&sa=t&url=https://www.98live.com.br/noticias/cidades/obras-de-reconstituicao-da-praca-da-independencia-tiveram-inicio-nesta-quarta-29&ct=ga&cd=CAIyHWQzYjcxNzRjNmM5MDliNjc6Y29tLmJyOnB0OkJS&usg=AOvVaw2oMusfSVZywnVRLPAne1kN;2024-05-30;"Com a <b>obra</b>, o objetivo da PBH é resgatar parte da história da cidade e recuperar as características do projeto original da <b>construção</b> do Conjunto&nbsp;...";CONSTRUÇÃO & OBRA;obras reconstituição, independência tiveram, reconstituição da, da independência;construção;Positivo;3,6;construção - 2024-05-30
409;Deslumbrando clientes: estratégias-chave para uma entrega de <b>obra</b> memorável - PiniWeb;https://www.google.com/url?rct=j&sa=t&url=https://piniweb.com.br/deslumbrando-clientes-estrategias-chave-para-uma-entrega-de-obra-memoravel/&ct=ga&cd=CAIyHWQzYjcxNzRjNmM5MDliNjc6Y29tLmJyOnB0OkJS&usg=AOvVaw0QD95zR4NYSyPTXInr3Y62;2024-05-30;"No vasto universo da gestão de <b>obras</b>, cada detalhe conta na <b>construção</b> de uma reputação sólida para as empresas do ramo. O momento de entregar uma&nbsp;...";CONSTRUÇÃO & OBRA;deslumbrando clientes, clientes estratégias, uma entrega, deslumbrando;construção;Neutro;3,6;construção - 2024-05-30
410;Emlurb aplica mais de 170 multas na Compesa por problemas em <b>obras</b> nas ruas do Recife;https://www.google.com/url?rct=j&sa=t&url=https://www.diariodepernambuco.com.br/ultimas/2024/05/emlurb-aplica-mais-de-170-multas-na-compesa-por-problemas-em-obras-n.html&ct=ga&cd=CAIyHWQzYjcxNzRjNmM5MDliNjc6Y29tLmJyOnB0OkJS&usg=AOvVaw3ZvX7R2iwpVVzfqwQy-rsN;2024-05-30;"A Lei Municipal 18.355/17 (Lei do Pavimento) está vigente e prevê cinco penalidades: iniciar a execução de <b>obras</b> que interfiram no pavimento dos&nbsp;...";CONSTRUÇÃO & OBRA;por problemas, problemas em, na compesa, problemas;construção;Neutro;3,2;construção - 2024-05-30
411;TJSE extingue mandado de segurança que buscava impedir <b>concessão</b> parcial do serviço ...;https://www.google.com/url?rct=j&sa=t&url=https://www.se.gov.br/noticias/governo/tjse_extingue_mandado_de_seguranca_que_buscava_impedir_concessao_parcial_do_servico_de_abastecimento_de_agua_e_esgoto_no_estado&ct=ga&cd=CAIyHThjZmU2NDlkNjI1MzQ5YjM6Y29tLmJyOnB0OkJS&usg=AOvVaw0X9TGJKROIUOLrSlbaS84J;2024-05-30;"... <b>concessão</b> parcial do sistema de abastecimento de água e de <b>saneamento</b> básico no estado, a partir da criação da Microrregião de Água e Esgoto de&nbsp;...";SANEAMENTO & CONCESSÃO;concessão parcial, parcial serviço, que buscava, buscava impedir;construção;Neutro;2,8;construção - 2024-05-30
412;Exija mais segurança nas <b>subestações</b> de Pretória após ataque armado - Registro POP;https://www.google.com/url?rct=j&sa=t&url=https://registropop.com/2024/05/exija-mais-seguranca-nas-subestacoes-de-pretoria-apos-ataque-armado/&ct=ga&cd=CAIyHWJhM2UyOTQ5Y2JmZmY4NmM6Y29tLmJyOnB0OkJS&usg=AOvVaw1PB_FPK4-GWraKCLr8hMzH;2024-05-30;"Clarina Elizabeth Johnson disse que é necessário mais pessoal de segurança nas <b>subestações</b>, especialmente durante o inverno. “Acordei sem <b>energia</b> e&nbsp;...";SUBESTAÇÃO & ENERGIA;subestações pretória, pretória após, pretória, armado registro;energia;Neutro;2,4;energia - 2024-05-30
413;Prefeitura concede licença para Neoenergia instalar <b>subestação</b> em Paulista;https://www.google.com/url?rct=j&sa=t&url=https://www.paulista.pe.gov.br/2024/dinamico/noticia-detalhe.php%3Fid%3D12786&ct=ga&cd=CAIyHWJhM2UyOTQ5Y2JmZmY4NmM6Y29tLmJyOnB0OkJS&usg=AOvVaw3oBosRJbLVf6NptuzpBdzp;2024-05-30;"... <b>subestação</b> de <b>energia</b> elétrica. O equipamento será instalado na rodovia PE 22, no bairro de Nossa Senhora da Conceição. Objetivo é corresponder a&nbsp;...";SUBESTAÇÃO & ENERGIA;licença para, licença, concede licença, prefeitura;energia;Neutro;2,4;energia - 2024-05-30
414;Na capital, Governo do Estado autoriza pacote de <b>obras</b> em diversas áreas para cinco ...;https://www.google.com/url?rct=j&sa=t&url=https://www.ba.gov.br/noticias/335759/na-capital-governo-do-estado-autoriza-pacote-de-obras-em-diversas-areas-para-cinco-municipios-baianos&ct=ga&cd=CAIyHTYyODYwYzVhMjY0ZGE4MmI6Y29tLmJyOnB0OkJS&usg=AOvVaw0YXvJoltSmisayEYaTWzzg;2024-05-30;"<b>Obras</b> para construção de estrada, reforma de escola e para abastecimento de água foram autorizados para Umburanas, no Centro-Norte baiano. A&nbsp;...";RODOVIA & OBRAS;estado autoriza, governo estado, estado, capital governo;construção;Neutro;2,4;construção - 2024-05-30
415;Tarcísio assina <b>concessão</b> do trem que ligará São Paulo a Campinas - Poder360;https://www.google.com/url?rct=j&sa=t&url=https://www.poder360.com.br/infraestrutura/tarcisio-assina-concessao-do-trem-que-ligara-sao-paulo-a-campinas/&ct=ga&cd=CAIyHWEzNmM5MzY0MmI0NDMzMDA6Y29tLmJyOnB0OkJS&usg=AOvVaw04JzxSUNhXY42GmnbRp9L7;2024-05-30;"<b>infraestrutura</b> &middot; São Paulo &middot; São Paulo nos Trilhos &middot; Tarcísio de Freitas &middot; TIC &middot; trem &middot; Trem Intercidades Eixo Norte. recomendadas. Lula poderia ser&nbsp;...";CONCESSÃO & INFRAESTRUTURA;ligará são, concessão trem, assina concessão, são paulo;transporte;Neutro;2,4;transporte - 2024-05-30
416;BNDES e Vale poderão aportar até R$ 500 milhões em fundo para mineração | Brasil 61;https://www.google.com/url?rct=j&sa=t&url=https://brasil61.com/n/bndes-e-vale-poderao-aportar-ate-r-500-milhoes-em-fundo-para-mineracao-mine240741&ct=ga&cd=CAIyHTEzNWU1Y2VhMzM1MTIxMGQ6Y29tLmJyOnB0OkJS&usg=AOvVaw062_Zr2mBNZ10ESSxFQuh8;2024-05-30;"Fundo deverá <b>investir</b> em projetos de pesquisa, desenvolvimento, implantação ou operação de minas de minerais para transição energética e&nbsp;...";MINÉRIO DE FERRO & INVESTIMENTO;mineração brasil, para mineração, mineração, vale poderão;mineração;Neutro;2,4;mineração - 2024-05-30
417;Edital para <b>concessão</b> da BR-040 entre Belo Horizonte e Cristalina (GO) é aprovado pela <b>ANTT</b>;https://www.google.com/url?rct=j&sa=t&url=https://www.itatiaia.com.br/politica/2024/05/29/edital-para-concessao-da-br-040-entre-belo-horizonte-e-cristalina-go-e-aprovado-pela-antt&ct=ga&cd=CAIyHTY0Nzg1NDc0MWU5ZDY3ZWI6Y29tLmJyOnB0OkJS&usg=AOvVaw0jrYH-UTpQ7Sb8_36K62dJ;2024-05-30;"A Agência Nacional de Transportes Terrestres (<b>ANTT</b>) aprovou, durante reunião da Diretoria Colegiada nesta quarta-feira (29), o edital de <b>concessão</b>&nbsp;...";ANTT & CONCESSÃO;horizonte cristalina, cristalina aprovado, entre belo, para concessão;Outro tema;Neutro;2,4;Outro tema - 2024-05-30
418;<b>ANTT</b> aprova edital para <b>concessão</b> de trecho da BR-040 entre BH e Goiás - Sete Lagoas;https://www.google.com/url?rct=j&sa=t&url=https://setelagoas.com.br/noticias/regiao/96394-antt-aprova-edital-para-concessao-de-trecho-da-br-040-entre-bh-e-goias&ct=ga&cd=CAIyHTY0Nzg1NDc0MWU5ZDY3ZWI6Y29tLmJyOnB0OkJS&usg=AOvVaw30fGDVXXBz_bsKLenQqka8;2024-05-30;"A Agência Nacional de Transportes Terrestres (<b>ANTT</b>) aprovou nesta quarta-feira (29/5) o edital de <b>concessão</b> de um trecho de aproximadamente 600 km&nbsp;...";ANTT & CONCESSÃO;concessão trecho, sete lagoas, goiás sete, para concessão;Outro tema;Neutro;2,4;Outro tema - 2024-05-30
419;<b>ANTT</b> aprova edital para <b>concessão</b> de trecho da BR-040 entre BH e Goiás;https://www.google.com/url?rct=j&sa=t&url=https://www.em.com.br/gerais/2024/05/6867533-antt-aprova-edital-para-concessao-de-trecho-da-br-040-entre-bh-e-goias.html&ct=ga&cd=CAIyHTY0Nzg1NDc0MWU5ZDY3ZWI6Y29tLmJyOnB0OkJS&usg=AOvVaw0JNBd7YOHN3M7paCF60A8y;2024-05-30;"... <b>ANTT</b>. crédito: Arquivo / Governo Federal. A Agência Nacional de Transportes Terrestres (<b>ANTT</b>) aprovou nesta quarta-feira (29/5) o edital de <b>concessão</b>&nbsp;...";ANTT & CONCESSÃO;concessão trecho, aprova edital, para concessão, 040 entre;Outro tema;Neutro;2,4;Outro tema - 2024-05-30
420;Movimentação de cargas ferroviárias em SC cresce acima da média nacional - Notisul;https://www.google.com/url?rct=j&sa=t&url=https://notisul.com.br/movimentacao-de-cargas-ferroviarias-em-sc-cresce-acima-da-media-nacional/&ct=ga&cd=CAIyHWU4MzZlZTQ2ODZjZWU5M2I6Y29tLmJyOnB0OkJS&usg=AOvVaw0S4MP2xF0TE8z5-Qku_Y_b;2024-05-30;"Autorização de um plano estratégico para <b>investimento</b> em obras essenciais; Inclusão das <b>ferrovias</b> no plano estratégico do governo estadual&nbsp;...";FERROVIA & INVESTIMENTO;cargas ferroviárias, movimentação cargas, cargas, ferroviárias em;mineração;Neutro;2,4;mineração - 2024-05-30
421;Vigas metálicas para <b>construção</b> de viaduto em Volta Redonda chegam ao Voldac;https://www.google.com/url?rct=j&sa=t&url=https://avozdacidade.com/wp/vigas-metalicas-para-construcao-de-viaduto-em-volta-redonda-chegam-ao-voldac/&ct=ga&cd=CAIyHWQzYjcxNzRjNmM5MDliNjc6Y29tLmJyOnB0OkJS&usg=AOvVaw0BZ3Q2If156uPh-bDgU7BE;2024-05-30;"VOLTA REDONDA. A <b>construção</b> do novo viaduto entre os bairros Voldac e Niterói, como parte das <b>obras</b> do Plano de Mobilidade Urbana do município,&nbsp;...";CONSTRUÇÃO & OBRA;vigas metálicas, construção viaduto, volta redonda, metálicas para;construção;Neutro;2;construção - 2024-05-30
422;Homem é espancado até a morte e corpo é encontrado na Avenida Ruy Carneiro, em João Pessoa;https://www.google.com/url?rct=j&sa=t&url=https://www.noticiaparaiba.com.br/noticia/26225/homem-e-espancado-ate-a-morte-e-corpo-e-encontrado-na-avenida-ruy-carneiro-em-joao-pessoa&ct=ga&cd=CAIyHWJhM2UyOTQ5Y2JmZmY4NmM6Y29tLmJyOnB0OkJS&usg=AOvVaw3xU25ugkMFHFtpdN8cj_ob;2024-05-30;O corpo estava nas imediações da <b>subestação</b> de <b>energia</b> elétrica e foi encontrado por pessoas que passavam no local.;SUBESTAÇÃO & ENERGIA;homem espancado, espancado até, joão pessoa, em joão;energia;Neutro;1,6;energia - 2024-05-30
423;<b>Saneamento</b> em Divinópolis em risco: perfomance, rituais e ano eleitoreiro - FNU;https://www.google.com/url?rct=j&sa=t&url=https://www.fnucut.org.br/45352/saneamento-em-divinopolis-em-risco-perfomance-rituais-e-ano-eleitoreiro/&ct=ga&cd=CAIyHThjZmU2NDlkNjI1MzQ5YjM6Y29tLmJyOnB0OkJS&usg=AOvVaw2_9H28y_UKEJO0ozvZpUYE;2024-05-30;Devido ao fato, a concessionária foi multada em mais de 2 milhões de reais”. ... É uma classe pouco numerosa, que vive nos melhores bairros da cidade.;SANEAMENTO & CONCESSÃO;em divinópolis, perfomance rituais, divinópolis em, rituais ano;Outro tema;Neutro;1,6;Outro tema - 2024-05-30
424;Comunicado da Paranaguá <b>Saneamento</b>;https://www.google.com/url?rct=j&sa=t&url=https://folhadolitoral.com.br/editorias/servicos/comunicado-da-paranagua-saneamento-54/&ct=ga&cd=CAIyHThjZmU2NDlkNjI1MzQ5YjM6Y29tLmJyOnB0OkJS&usg=AOvVaw0y5EJ8Q9JuX6Rj3h-JDQi1;2024-05-30;"... concessionária de energia elétrica, mantendo os impactos no abastecimento dos seguintes bairros: Alexandra, Rio das Pedras, Tapera e Toral. Os&nbsp;...";SANEAMENTO & CONCESSÃO;paranaguá saneamento, da paranaguá, comunicado da, comunicado;energia;Neutro;1,6;energia - 2024-05-30
425;"Telefônica Brasil e Desktop confirmam negociações para M&amp;A - BNamericas";https://www.google.com/url?rct=j&sa=t&url=https://www.bnamericas.com/pt/noticias/telefonica-brasil-e-desktop-confirmam-negociacoes-para-ma&ct=ga&cd=CAIyHWJhM2UyOTQ5Y2JmZmY4NmM6Y29tLmJyOnB0OkJS&usg=AOvVaw3nn66boNpRel7JWWf33ncY;2024-05-30;"Scala Data Centers anuncia inauguração de <b>subestação</b> de&nbsp;...";SUBESTAÇÃO & ENERGIA;telefônica brasil, telefônica, brasil desktop, confirmam negociações;Outro tema;Neutro;1,2;Outro tema - 2024-05-30
426;Superar gargalos em <b>ferrovia</b> pode dobrar volume de cargas por trem - SOT;https://www.google.com/url?rct=j&sa=t&url=https://sot.inf.br/noticia/38823/superar-gargalos-em-ferrovia-pode-dobrar-volume-de-cargas-por-trem&ct=ga&cd=CAIyHTQxZTU5YTBkNzViYjc5YzY6Y29tLmJyOnB0OkJS&usg=AOvVaw2S2uTGBscxrEtH-OWjuMdI;2024-05-30;"Com as <b>obras</b> sugeridas no estudo elaborado por Dividino, eliminando trechos que tornam a operação lenta, o aumento no transporte por trem subiria de&nbsp;...";FERROVIA & OBRAS;cargas por, ferrovia pode, superar gargalos, volume cargas;mineração;Neutro;1,2;mineração - 2024-05-30
427;Cadastramento de imóveis do Condomínio Vivendas Bela Vista termina em 3 de junho;https://www.google.com/url?rct=j&sa=t&url=https://www.agenciabrasilia.df.gov.br/2024/05/29/cadastramento-de-imoveis-do-condominio-vivendas-bela-vista-termina-em-3-de-junho/&ct=ga&cd=CAIyHWEzNmM5MzY0MmI0NDMzMDA6Y29tLmJyOnB0OkJS&usg=AOvVaw3vPVc3skqlZhB5F_OAajoH;2024-05-30;"... contrato de <b>concessão</b> de uso. Basta apresentar a documentação ... (<b>infraestrutura</b> implantada pelos particulares e valorização decorrente dela), sem&nbsp;...";CONCESSÃO & INFRAESTRUTURA;condomínio vivendas, imóveis condomínio, cadastramento imóveis, cadastramento;transporte;Neutro;1,2;transporte - 2024-05-30
428;Bolívia lança licitação para reparação de pistas de <b>aeroporto</b> - BNamericas;https://www.google.com/url?rct=j&sa=t&url=https://www.bnamericas.com/pt/noticias/bolivia-lanca-licitacao-para-reparacao-de-pistas-de-aeroporto&ct=ga&cd=CAIyHTQ0OGVkM2E3Y2UzYTM2MzU6Y29tLmJyOnB0OkJS&usg=AOvVaw1Z19qfA7RF64Yi3juO_qX-;2024-05-30;"Terminal de carga Pista Terminal de passageiros <b>Investimento</b> Público Leilão. Bolívia lança licitação para reparação de pistas de <b>aeroporto</b>. A&nbsp;...";AEROPORTO & INVESTIMENTO;aeroporto bnamericas, bolívia lança, pistas aeroporto, reparação pistas;Outro tema;Neutro;1,2;Outro tema - 2024-05-30
429;MPC de Sergipe e Sindisan discutem sobre <b>concessão</b> da Deso - FaxAju;https://www.google.com/url?rct=j&sa=t&url=https://www.faxaju.com.br/politica/mpc-e-sindisan-discutem-sobre-concessao-da-deso/&ct=ga&cd=CAIyHThjZmU2NDlkNjI1MzQ5YjM6Y29tLmJyOnB0OkJS&usg=AOvVaw3Gxvzit4ZoJg9q36GyGpQc;2024-05-30;"Na oportunidade, os dirigentes apresentaram uma cópia da nota técnica do Observatório Nacional dos Direitos à Água e ao <b>Saneamento</b> (Ondas). Para os&nbsp;...";SANEAMENTO & CONCESSÃO;deso faxaju, sergipe sindisan, sobre concessão, discutem sobre;Outro tema;Neutro;1,2;Outro tema - 2024-05-30
430;Gerdau toma medidas decisivas, paralisa usina em barão de cocais e demite mais de 400 ...;https://www.google.com/url?rct=j&sa=t&url=https://clickpetroleoegas.com.br/gerdau-toma-medidas-decisivas-paralisa-usina-em-barao-de-cocais-e-demite-mais-de-400-funcionarios/&ct=ga&cd=CAIyHTEzNWU1Y2VhMzM1MTIxMGQ6Y29tLmJyOnB0OkJS&usg=AOvVaw0QLo5ZrkpcOKH3U4qDerUC;2024-05-30;... Gerdau, <b>investimento</b>, mineração. Imagem: TheCapitalAdvisor ... aço, a ... <b>minério de ferro</b>, o que impacta a eficiência operacional.;MINÉRIO DE FERRO & INVESTIMENTO;barão cocais, cocais demite, em barão, gerdau toma;mineração;Neutro;1,2;mineração - 2024-05-30
431;Caiado e Gracinha recepcionam policiais que atuaram no Rio Grande do Sul e ressalta;https://www.google.com/url?rct=j&sa=t&url=https://sdnews.com.br/noticia/9942/caiado-e-gracinha-recepcionam-policiais-que-atuaram-no-rio-grande-do-sul-e-ressalta-goias-nunca-se-o.html&ct=ga&cd=CAIyHTY0Nzg1NDc0MWU5ZDY3ZWI6Y29tLmJyOnB0OkJS&usg=AOvVaw2YnC-5NKrd1ZSVeiWGJK90;2024-05-30;"<b>ANTT</b> aprova edital de <b>concessão</b> da BR-040 entre Belo Horizonte (MG) e. Infraestrutura Rodoviária. <b>ANTT</b> aprova edital de <b>concessão</b> da BR-040 entre&nbsp;...";ANTT & CONCESSÃO;recepcionam policiais, policiais que, rio grande, recepcionam;Outro tema;Neutro;1,2;Outro tema - 2024-05-30
432;<b>ANTT</b> aprova edital de <b>concessão</b> da Rota dos Cristais;https://www.google.com/url?rct=j&sa=t&url=https://www.poder360.com.br/infraestrutura/antt-aprova-edital-de-concessao-da-rota-dos-cristais/&ct=ga&cd=CAIyHTY0Nzg1NDc0MWU5ZDY3ZWI6Y29tLmJyOnB0OkJS&usg=AOvVaw0Ond9XPI9KvbmvKbJ8YWHC;2024-05-30;"A <b>ANTT</b> (Agência Nacional de Transportes Terrestres) aprovou nesta 4ª feira (29.mai.2024) o edital de <b>concessão</b> do trecho da BR-040 de Belo&nbsp;...";ANTT & CONCESSÃO;edital concessão, da rota, rota dos, aprova edital;Outro tema;Neutro;1,2;Outro tema - 2024-05-30
433;Iniciativa curitibana luta para diminuir os acidentes envolvendo trens - Sala da Notícia;https://www.google.com/url?rct=j&sa=t&url=https://saladanoticia.com.br/noticia/85783/iniciativa-curitibana-luta-para-diminuir-os-acidentes-envolvendo-trens&ct=ga&cd=CAIyHTY0Nzg1NDc0MWU5ZDY3ZWI6Y29tLmJyOnB0OkJS&usg=AOvVaw0tIgs8mDDPR1VruH2RIBhG;2024-05-30;"Quando fiscaliza uma concessionária, a <b>ANTT</b> busca assegurar o cumprimento das cláusulas estabelecidas no contrato de <b>concessão</b>. Alguns dos deveres e&nbsp;...";ANTT & CONCESSÃO;acidentes envolvendo, iniciativa curitibana, iniciativa, os acidentes;Outro tema;Neutro;1,2;Outro tema - 2024-05-30
434;Hoje monitor, operário que trabalhou na <b>construção</b> de Itaipu guarda memórias da <b>obra</b>;https://www.google.com/url?rct=j&sa=t&url=https://www.douradosnews.com.br/noticias/brasil/hoje-monitor-operario-que-trabalhou-na-construcao-da-itaipu-guarda/1235166/&ct=ga&cd=CAIyHWQzYjcxNzRjNmM5MDliNjc6Y29tLmJyOnB0OkJS&usg=AOvVaw0zsotmWi-npbmxTfsB9dKo;2024-05-30;"Ele foi recrutado para trabalhar na usina em 1976, quase dois anos após o início das <b>obras</b>, e por lá ficou até 1982. Canteiro de <b>obras</b> da <b>construção</b>&nbsp;...";CONSTRUÇÃO & OBRA;hoje monitor, monitor operário, guarda memórias, monitor;construção;Neutro;1,2;construção - 2024-05-30
435;Podcast detalha etapas finais do Consórcio do Transporte Metropolitano - Prefeitura de Aracaju;https://www.google.com/url?rct=j&sa=t&url=https://www.aracaju.se.gov.br/noticias/105959/podcast_detalha_etapas_finais_do_consorcio_do_transporte_metropolitano.html&ct=ga&cd=CAIyHWQzYjcxNzRjNmM5MDliNjc6Y29tLmJyOnB0OkJS&usg=AOvVaw02vlSahZ9xyjzYROoFW9UV;2024-05-30;... <b>obras</b> de infraestrutura da comunidade ... Após a urbanização, também será feita a <b>construção</b> de 198 casas. ... O prazo para execução da <b>obra</b> é de 18 meses.;CONSTRUÇÃO & OBRA;transporte metropolitano, consórcio transporte, metropolitano prefeitura, metropolitano;transporte;Neutro;1,2;transporte - 2024-05-30
436;<b>VLI</b> e Defesa Civil promovem Blitz Educativa em Prudente de Morais - Por Dentro de Tudo;https://www.google.com/url?rct=j&sa=t&url=https://pordentrodetudo.com.br/vli-e-defesa-civil-promovem-blitz-educativa-em-prudente-de-morais/&ct=ga&cd=CAIyHTY5MTg0MDJmZDM4YjJkZDQ6Y29tLmJyOnB0OkJS&usg=AOvVaw1jqi4YIGnqxJ2r-NO4ywMA;2024-05-30;"... <b>ferrovia</b> em Prudente de Morais. A ação faz parte das atividades do Maio Amarelo, que tem como principal objetivo prevenir acidentes no trânsito&nbsp;...";FERROVIA & VLI;educativa em, blitz educativa, civil promovem, educativa;mineração;Neutro;1;mineração - 2024-05-30
437;acampamento farroupilha cassino - Preparando-se para a Emoção;https://www.google.com/url?rct=j&sa=t&url=http://www.propaae.uefs.br/bet%3D20240531campo%2520minado%2520online.html&ct=ga&cd=CAIyHTU3NjljNjJjOGJjMTViOGY6Y29tLmJyOnB0OkJS&usg=AOvVaw1M-U1oW27nweBK4kKzIuSP;2024-05-30;"O <b>ge</b> entrou na onda e fez um do técnico Jorge ... Tendo poucos diálogos na parada técnica (seu auxiliar é quem falava mais); Chutando a caixa <b>térmica</b>&nbsp;...";TÉRMICA & GE;cassino preparando, acampamento farroupilha, para emoção, acampamento;Outro tema;Neutro;1;Outro tema - 2024-05-30
438;<b>Investimento</b> em <b>saneamento</b> básico impulsiona o turismo - Jornal da Manhã;https://www.google.com/url?rct=j&sa=t&url=https://www.jmlitoral.com.br/2024/05/30/investimento-em-saneamento-basico-impulsiona-o-turismo-2/&ct=ga&cd=CAIyHThmMDEzNTA3OTJmNmJlNWY6Y29tLmJyOnB0OkJS&usg=AOvVaw1IrYHVGaL8hFoZh8xgJnvj;2024-05-30;"<b>Investimentos</b> em <b>saneamento</b> básico impulsionam o turismo e impactam diretamente na cadeia econômica local. A despoluição de rios, lagos e mares é&nbsp;...";SANEAMENTO & INVESTIMENTO;básico impulsiona, saneamento básico, impulsiona turismo, investimento em;Outro tema;Neutro;1;Outro tema - 2024-05-30
439;<b>Investimento</b> em <b>saneamento</b> básico impulsiona o turismo - Jornal da Manhã;https://www.google.com/url?rct=j&sa=t&url=https://www.jmlitoral.com.br/2024/05/30/investimento-em-saneamento-basico-impulsiona-o-turismo-2/&ct=ga&cd=CAIyHThmMDEzNTA3OTJmNmJlNWY6Y29tLmJyOnB0OkJS&usg=AOvVaw1IrYHVGaL8hFoZh8xgJnvj;2024-05-30;"<b>Investimentos</b> em <b>saneamento</b> básico impulsionam o turismo e impactam diretamente na cadeia econômica local. A despoluição de rios, lagos e mares é&nbsp;...";SANEAMENTO & OBRAS;básico impulsiona, saneamento básico, impulsiona turismo, investimento em;Outro tema;Neutro;1;Outro tema - 2024-05-30
440;Arte que impacta e orienta - Correio RAC;https://www.google.com/url?rct=j&sa=t&url=https://correio.rac.com.br/entretenimento/arte-que-impacta-e-orienta-1.1519061&ct=ga&cd=CAIyHWJhM2UyOTQ5Y2JmZmY4NmM6Y29tLmJyOnB0OkJS&usg=AOvVaw1XCVbKo43XRa4yAywDfYWi;2024-05-30;Artista plástico transforma muros de <b>subestações</b> de <b>energia</b> para promover segurança e uma mudança no visual da região.;SUBESTAÇÃO & ENERGIA;impacta orienta, que impacta, orienta correio, arte que;energia;Neutro;0,8;energia - 2024-05-30
441;Gerdau toma medidas decisivas, paralisa usina em barão de cocais e demite mais de 400 ...;https://www.google.com/url?rct=j&sa=t&url=https://clickpetroleoegas.com.br/gerdau-toma-medidas-decisivas-paralisa-usina-em-barao-de-cocais-e-demite-mais-de-400-funcionarios/&ct=ga&cd=CAIyHTY2YmJkODdhZWYxZDhhOWM6Y29tLmJyOnB0OkJS&usg=AOvVaw0QLo5ZrkpcOKH3U4qDerUC;2024-05-30;"Essa medida visa enfrentar os desafios do setor siderúrgico no Brasil e manter a competitividade. Gerdau - fábricas - <b>mercado</b> - aço. Fabrica da Gerdau&nbsp;...";Mineração & Mercado Brasileiro;barão cocais, cocais demite, em barão, gerdau toma;mineração;Neutro;0;mineração - 2024-05-30
442;Trensurb anuncia retomada parcial da circulação de trens - Martin Behrend;https://www.google.com/url?rct=j&sa=t&url=https://www.martinbehrend.com.br/noticias/noticia/id/14911/titulo/trensurb-anuncia-retomada-parcial-da-circulacao-de-trens&ct=ga&cd=CAIyHWJhM2UyOTQ5Y2JmZmY4NmM6Y29tLmJyOnB0OkJS&usg=AOvVaw0REP6IKXNBETjh-msoctX9;2024-05-30;"Foi necessário substituir o retificador na <b>subestação</b> de <b>energia</b> São Luís, após o original sofrer pane na quinta-feira (23) da semana passada. Com&nbsp;...";SUBESTAÇÃO & ENERGIA;circulação trens, trens martin, trensurb anuncia, circulação;energia;Positivo;0;energia - 2024-05-30
443;Hoje destacamos... Linha da Beira Alta falha mais uma data de reabertura -;https://www.google.com/url?rct=j&sa=t&url=https://capeiaarraiana.pt/2024/05/30/hoje-destacamos-linha-da-beira-alta-falha-mais-uma-data-de-reabertura/&ct=ga&cd=CAIyHTQxZTU5YTBkNzViYjc5YzY6Y29tLmJyOnB0OkJS&usg=AOvVaw0oa-mtx8CM5SBuPhhG8eF6;2024-05-30;"... <b>obras</b> estarem concluídas, mas a data não será cumprida. (Notícia do ... <b>ferrovia</b>. As <b>obras</b> de melhoramento da Linha da Beira Alta deveriam estar&nbsp;...";FERROVIA & OBRAS;hoje destacamos, destacamos linha, data reabertura, mais uma;mineração;Neutro;0;mineração - 2024-05-30
